id;mark;
M33108;TATTOO, ARM, LEFT UPPER - FELICIA;
M33108;TATTOO, CHEST - PRAYER,PORTRAIT OF SON;
M33108;TATTOO, HAND, RIGHT - LOYALTY;
M33120;TATTOO, CHEST - \"PROUD TO BE A PROBLEM\";
M33120;TATTOO, ARM, LEFT - \"JABAURI\", \"GHETTO\", \"CRY LATER\";
M33120;TATTOO, ARM, RIGHT - PRAYING HNDS, 3-5PT STARS, \"LAUG;
M33121;TATTOO, CHEST - \"Family First\";
M33121;TATTOO, ARM, LEFT UPPER - ADD IT UP, STACKS OF MONEY;
M33121;TATTOO, CHEST - AALIYAH, KAKERRIS;
M33122;NONE RECORDED;
M33125;TATTOO, ABDOMEN - \"CHRISTINA\"ON BELT LINE;
M33125;TATTOO, BACK - STICKMAN,SKULL W/WINGS & HALO;
M33125;TATTOO, CHEST - \"SANDRA\"LORENZO\"LINDSEY\";
M33128;TATTOO, ARM, LEFT - MUSIC, SCORPIAN, WING, 773, SKUL;
M33128;TATTOO, HAND, RIGHT - \"MORE MONEY, MORE POWER\", MONEY;
M33128;TATTOO, HAND, LEFT - PYRAMID, ALL SEEING EYE, \"JOYCE\";
M33128;TATTOO, ARM, LEFT - TREE, SKULL, MONEY, \"CRIME PAYS\";
M33128;TATTOO, FOREARM, RIGHT - SLEEVED;
M33129;NONE RECORDED;
M33134;NONE RECORDED;
M33136;TATTOO, CHEST - AMELIA;
M33136;TATTOO, ARM, RIGHT - HERNANDEZ 12 5PT STARS;
M33136;TATTOO, NECK - SYMBOL MEXICO HECHOEN;
M33136;TATTOO, ARM, LEFT - MARGARITA MARTINEZ 12 5 PT STARS;
M33136;TATTOO, HAND, LEFT - CROSS;
M33139;TATTOO, FOREARM, LEFT - SKULL W/HORNS, skeleton, \"jackie;
M33139;TATTOO, FOREARM, RIGHT - \"ONLY GOD CAN JUDGE ME,NO FEAR\";
M33139;SCAR, FACE, NONSPECIFIC - LIP;
M33142;TATTOO, ARM, LEFT - COP KILLER 5PT STARS SINCE 1994;
M33142;TATTOO, ARM, RIGHT - MONEY BAGS WSB PRAYING HANDS;
M33142;TATTOO, ARM, RIGHT - CHICAGO SKYLINE FRANCIS RIP LILE;
M33142;TATTOO, ARM, LEFT - GRENADE TYTIANA COP KILLER;
M33142;TATTOO, CHEST - HEART;
M33156;NONE RECORDED;
M33157;TATTOO, ARM, LEFT - TRIBAL;
M33157;TATTOO, ABDOMEN - E.E.B.;
M33157;TATTOO, ARM, RIGHT - CROSS;
M33158;TATTOO, LEG, RIGHT - J PITCHFORK 74 TOMBSTONE TEARS J;
M33158;TATTOO, ARM, RIGHT - 6 PT STAR W/6 FTW MOB RIP POPS;
M33158;TATTOO, CHEST - CROSS MOM CHRISTINE JWH MADDOX;
M33158;TATTOO, ARM, LEFT - RIP JUNE 5 2000 GOTTI $ LOVE DAD;
M33158;TATTOO, ARM, RIGHT - MAD MAN MAY 4 06 PEYTON 74 LIFE;
M33159;TATTOO, ARM, RIGHT UPPER - \"straight heat\";
M33159;SCAR, CHEST -;
M33159;TATTOO, ARM, LEFT - sleeve;
M33159;TATTOO, HAND, RIGHT - rose;
M33159;TATTOO, FOREARM, RIGHT - \"North Pole\";
M33160;TATTOO, FOREARM, LEFT - GOBBLIN ON SKATEBOARD;
M33160;TATTOO, FOREARM, RIGHT - ANGEL;
M33161;TATTOO, FOREARM, LEFT - CROSS,FLAMES,SMILEY FACE;
M33161;TATTOO, WRIST, LEFT - RIP LJW;
M33161;TATTOO, HAND, LEFT - CROSS,\"ALIYA\";
M33161;TATTOO, FOREARM, LEFT - SOX,708,CROSS-LJW,;
M33163;TATTOO, NECK - SHANNON;
M33172;TATTOO, FOREARM, RIGHT - \"BOGUS\"W/BRICKS;
M33172;TATTOO, ARM, RIGHT UPPER - CROSS W/\"EDNA\";
M33172;TATTOO, CHEST - 2 FISTS W/\"DOS\"(SC R HND);
M33172;TATTOO, NECK - \"KEON\";
M33172;TATTOO, FOREARM, LEFT - \"LIFE\"W/BRICKS;
M33173;TATTOO, ARM, RIGHT - KELTIC SYMBOL;
M33173;TATTOO, ARM, LEFT - DRAGON;
M33175;TATTOO, ARM, LEFT - \"EST 1994\";
M33175;TATTOO, ARM, RIGHT - \"EFFIE\";
M33175;TATTOO, FOREARM, LEFT - \"WB\",PACMAN W/$;
M33176;TATTOO, LEG, LEFT - \"MF\";
M33176;TATTOO, FOREARM, RIGHT - CROSS, \"RIP IVAN\";
M33176;TATTOO, ARM, RIGHT UPPER - \"RIP SPENCER\";
M33176;TATTOO, LEG, RIGHT - BULLS LOGO;
M33177;TATTOO, BACK - ANGEL/WINGS/\"SPANIER\";
M33177;TATTOO, FOREARM, RIGHT - CROSS/RIBBON/\"WILLIAM\"/IN MEMORY;
M33177;TATTOO, ARM, RIGHT UPPER - PORTRAIT OF G-FATHER/\"WCS\";
M33182;TATTOO, ARM, LEFT - dagger snake, Honor, Loyalty, De;
M33188;NONE RECORDED;
M33190;NONE RECORDED;
M33192;TATTOO, ARM, RIGHT - PRAYING HANDS, $, \"YOLO\" \"respec;
M33192;GLASSES (PRESCRIPTION) -;
M33192;TATTOO, ARM, LEFT - \"I LOVE MY MOM\", JESUS, $ \"BLESS;
M33192;TATTOO, NECK - \"KATE\" 100, 2 5PT STARS;
M33192;TATTOO, CHEST - \"AMBISION\";
M33194;TATTOO, HAND, LEFT - \"YEA DASS TRAV\";
M33194;TATTOO, NECK - TYNAYAH 3 HEARTS;
M33195;TATTOO, ARM, LEFT - \"FAME\", CROSS;
M33195;TATTOO, NECK - \"SHERRELL\" ON RIGHT SIDE;
M33195;TATTOO, ARM, RIGHT - \"WAYNE\", PRAYING HANDS;
M33198;SCAR, CHEST - BOTH SIDES(SURGERY);
M33202;TATTOO, NECK - KEYMAN, KEYMAN WITH KEYS;
M33202;TATTOO, ARM, RIGHT - JAKAYOH,JOURNEY, SARA, KEITH III;
M33202;TATTOO, CHEST - EAGLE, TWO HEARTS,;
M33202;TATTOO, BACK - MISSOURI ARCH, SOLDIER,PEORIA IL;
M33202;TATTOO, ARM, LEFT - ATM, ROSARY, JESUS, MICHELLE;
M33208;TATTOO, HAND, LEFT - RENAE/STARS;
M33208;TATTOO, ARM, RIGHT UPPER - SNAKE;
M33214;NONE RECORDED;
M33218;TATTOO, ARM, LEFT UPPER - 5 PT STAR,HEART,RIBBON;
M33218;TATTOO, ARM, RIGHT UPPER - 5 PT STAR, S\;CHEST:DAGGER;
M33218;TATTOO, ARM, RIGHT - SKULL\;BACK:WINGS;
M33218;TATTOO, HAND, RIGHT - BLOOD 5PT STAR\;LFA:B,MINO;
M33218;TATTOO, HAND, LEFT - STONE\;RFA:WORLD OF\;LFA:HARVEY;
M33220;TATTOO, FOREARM, LEFT - \"SCOTT SINNER\";
M33220;TATTOO, FOREARM, RIGHT - \"KIMBERLY FARRELL\",\"FORGIVE ME\";
M33220;TATTOO, ARM, RIGHT UPPER - ANGEL,\"FOREVER BY YOUR SIDE\";
M33223;NONE RECORDED;
M33229;NONE RECORDED;
M33230;NONE RECORDED;
M33239;TATTOO, ANKLE, LEFT - SNL 2 HEARTS;
M33239;TATTOO, ARM, RIGHT - SLEEVE ON INNER FOREARM;
M33239;TATTOO, NECK - ONLY GOD... NIKKI LOVE OF...;
M33239;TATTOO, ANKLE, RIGHT - RACHINDA R CHEST/NIKKI KEY HEART;
M33239;TATTOO, ARM, LEFT - CROSS W/NAMES MY FAMILY AMB;
M33247;NONE RECORDED;
M33254;NONE RECORDED;
M33256;NONE RECORDED;
M33258;NONE RECORDED;
M33259;NONE RECORDED;
M33263;TATTOO, ARM, RIGHT - BIRD;
M33263;TATTOO, ARM, LEFT - WEB,2 SKULLS;
M33264;TATTOO, NECK - \"BOSS\";
M33264;TATTOO, FOREARM, RIGHT - GAVIN;
M33264;TATTOO, ARM, RIGHT UPPER - TRIBAL BAND;
M33264;TATTOO, FOREARM, LEFT - CROSS W/ GOD IS MY JUDGE;
M33265;NONE RECORDED;
M33266;NONE RECORDED;
M33268;SCAR, LEG, RIGHT -;
M33268;TATTOO, WRIST, LEFT - 5 POINT STAR W/B RAVEN;
M33268;TATTOO, ARM, LEFT UPPER - PRAYING HANDS W/ROSARY;
M33269;TATTOO, FOREARM, RIGHT - J;
M33269;TATTOO, FOREARM, LEFT - BOXING GLOVES,ROB;
M33269;TATTOO, CHEST - P.HANDS,SHANICE,SEAN;
M33269;TATTOO, ARM, LEFT UPPER - HEART,RJ,CROSS;
M33270;TATTOO, CHEST - CROSS;
M33270;TATTOO, FOREARM, LEFT - \"MARCUS;
M33270;TATTOO, FOREARM, RIGHT - \"LOVE IS PAIN\";
M33271;TATTOO, NECK - AMANDA;
M33271;TATTOO, ARM, RIGHT UPPER - SMD;
M33271;TATTOO, BACK - EBK, FLIPPED FORK, FLIPPED CROWN;
M33271;TATTOO, BACK - ABK WITH FLIPPED A;
M33271;TATTOO, FINGER(S), RIGHT HAND - 3 DOTS;
M33275;TATTOO, OTHER - NONE LISTED;
M33288;TATTOO, HAND, LEFT - \"LOYALITY\";
M33288;SCAR, HEAD, NONSPECIFIC - FORHEAD;
M33288;TATTOO, FOREARM, LEFT - \"NLN\";
M33288;TATTOO, FOREARM, RIGHT - 79;
M33288;TATTOO, HAND, RIGHT - \"RESPECT;
M33294;NONE RECORDED;
M33298;NONE RECORDED;
M33306;NONE RECORDED;
M33314;TATTOO, FOREARM, LEFT - MARTHA/RUTHIE;
M33314;TATTOO, BACK - SPAULDING;
M33314;TATTOO, FOREARM, RIGHT - RIP;
M33316;TATTOO, HAND, LEFT - G.A.C.L;
M33316;TATTOO, ARM, LEFT UPPER - PRAYING HANDS;
M33316;TATTOO, BACK - PRAYING HANDS;
M33316;TATTOO, CHEST - JACELYN;
M33316;TATTOO, FOREARM, RIGHT - GRISELDE/LOVE MOM;
M33320;NONE RECORDED;
M33321;NONE RECORDED;
M33326;TATTOO, HAND, RIGHT - MSB, RIP RANDY;
M33326;TATTOO, HAND, LEFT - 440, RIP DISCO;
M33326;TATTOO, FOREARM, LEFT - DB;
M33326;TATTOO, FOREARM, LEFT - RIP DONTA, TB;
M33336;TATTOO, ARM, LEFT - FLYBOYS INC,WINGS W/FB,CYNCERE;
M33336;TATTOO, ARM, LEFT UPPER - MICROPHONE,\"G\"(CHEST-\"B\"TAMARA);
M33336;TATTOO, FOREARM, RIGHT - \"HOODFELLA\"(URA-WOLF,A,REMEDY);
M33336;TATTOO, ARM, RIGHT - CHARISMA,06/07/08,SMILEY FACE,$;
M33336;TATTOO, FOREARM, LEFT - CROSS,HEART,JACQUELINE;
M33341;NONE RECORDED;
M33345;TATTOO, HAND, RIGHT - C 5POINT STARS;
M33345;TATTOO, ARM, LEFT UPPER - COBRA;
M33345;TATTOO, ARM, LEFT - SKULL WITH 5POINT STAR;
M33345;TATTOO, HAND, LEFT - T 5POINT STARS;
M33356;TATTOO, ARM, RIGHT - CROSS RIP EARL  \\"JACKIE\"-CHEST;
M33356;TATTOO, HAND, RIGHT - RIP;
M33356;TATTOO, HAND, LEFT - SPANKY;
M33356;TATTOO, CHEST - THE FIELD IS ALWAYS OPEN,1300;
M33356;TATTOO, WRIST, LEFT - SYDNYE HEART;
M33358;TATTOO, CHEST - \"SANDI\";
M33368;SCAR, FACE, NONSPECIFIC - RIGHT SIDE;
M33368;TATTOO, ABDOMEN - LEFT-TEAR MARKS;
M33368;TATTOO, WRIST, LEFT - 1% BADGE;
M33368;TATTOO, ANKLE, RIGHT - SUN;
M33368;TATTOO, BACK - \"CRAY\";
M33370;TATTOO, ARM, RIGHT - TRIBAL;
M33372;NONE RECORDED;
M33373;TATTOO, LEG, LEFT - SPADE/CHESS KNIGHT;
M33373;TATTOO, LEG, RIGHT - HEART/HORNS/SWASTIKA;
M33373;TATTOO, FINGER(S), RIGHT HAND - \"M\"/SWASTIKA (R WRS- SWASTIKA);
M33373;TATTOO, ARM, LEFT UPPER - PR FLAG (R ANKL- \"MLD\");
M33373;TATTOO, FOREARM, LEFT - \"D\" (CHEST- \"MIND BODY SOUL\");
M33374;NONE RECORDED;
M33377;TATTOO, ARM, RIGHT - \"TNB\" CROSS;
M33377;TATTOO, ARM, LEFT - PRAYING HANDS;
M33377;TATTOO, NECK - LETTERS;
M33378;TATTOO, ARM, LEFT - \"PENNY\" \"ROBERT JR.\";
M33378;TATTOO, ARM, RIGHT - PRAYING HANDS ROSE WHITE SAMURI;
M33378;TATTOO, CHEST - \"SIA\";
M33380;TATTOO, BACK - PANTHER;
M33386;NONE RECORDED;
M33401;TATTOO, NECK - AMARI 5PT STAR;
M33405;SCAR, THIGH, LEFT - SCAR GSW;
M33408;NONE RECORDED;
M33409;TATTOO, HAND, LEFT - 5PT STAR W/\"IBM,FABO\"1194 ON FGR;
M33409;TATTOO, FOREARM, LEFT - \"FAITH\"STAR,SKULL;
M33409;TATTOO, NECK - TREBLE CLEF,MUSIC NOTES,3 5PT;
M33409;TATTOO, HAND, RIGHT - \"BPSN\"W/3 5PT STARS;
M33409;TATTOO, FOREARM, RIGHT - \"IBM,MOB\"W/CROSS & $ SIGN;
M33416;NONE RECORDED;
M33421;NONE RECORDED;
M33426;TATTOO, ARM, LEFT - FRAME W/\"MDV\";
M33426;TATTOO, ARM, RIGHT - \"BELLY\";
M33431;TATTOO, HAND, LEFT - \"words\";
M33431;TATTOO, HAND, RIGHT - \"words\";
M33431;TATTOO, BACK - UNSERE CHRE HEISSE TRENE, Eagle;
M33433;NONE RECORDED;
M33438;TATTOO, HAND, LEFT - ROSE ON WEB OF LEFT HAND;
M33440;NONE RECORDED;
M33446;TATTOO, HAND, LEFT - \"I'LL TAKE YOURS\";
M33446;TATTOO, BACK - HANDS (MAKING SIGNS);
M33446;TATTOO, HAND, RIGHT - \"LIFE'S A BITCH\";
M33451;NONE RECORDED;
M33455;SCAR, BACK - STAB WOUND;
M33455;TATTOO, ARM, RIGHT - PAUL;
M33455;SCAR, BACK - GUN SHOT WOUND;
M33459;NONE RECORDED;
M33465;TATTOO, ARM, LEFT - \"NOR-CAL\";
M33469;TATTOO, ARM, RIGHT - \"ONLY GOD CAN JUDGE ME\",CROSS;
M33469;TATTOO, NECK - \"SHARMAIN\";
M33469;TATTOO, ARM, LEFT - \"MONIQUE\";
M33471;TATTOO, SHOULDER, RIGHT - \"RIP\";
M33471;TATTOO, WRIST, RIGHT - \"SELF\";
M33471;TATTOO, HAND, LEFT - \"C\";
M33471;TATTOO, HAND, RIGHT - \"K\";
M33471;TATTOO, ARM, RIGHT - \"Coterie\";
M33475;TATTOO, FOREARM, LEFT - \"RIP VICKY\",\"TJ\",\"RICH\";
M33475;TATTOO, CHEST - \"COLETTE\";
M33475;TATTOO, BACK - SCROLL, SKULL W/2HEADS;
M33475;TATTOO, ARM, LEFT UPPER - DAGGER;
M33475;TATTOO, ABDOMEN - \"LOWEND\";
M33478;TATTOO, ARM, LEFT - SLEEVE,GOOD FORGIVE CROSS;
M33478;TATTOO, ARM, RIGHT - JAY,TAOFIGAT,ADARNIKA,WHITNEY,RF;
M33478;TATTOO, ABDOMEN - LOYLATY OVER LOVE,BLESSED,ROSES;
M33478;TATTOO, HAND, LEFT - NAVIYAE,SHAMERE,CSN;
M33479;TATTOO, FOREARM, LEFT - DIAZ, C W/51;
M33479;TATTOO, FOREARM, RIGHT - NO LOVE, JAILYA, LADY;
M33479;TATTOO, WRIST, RIGHT - PITCHFORK, #1-5;
M33480;TATTOO, FOREARM, RIGHT - \"FREAKY\"\;RFA:RIP PUGGY;
M33480;TATTOO, ARM, LEFT - \"RIP ZACK\" \"LATESE\";
M33480;TATTOO, ARM, RIGHT UPPER - CLOWN\;CHEST:A FROZEN HEART NEVER;
M33480;TATTOO, HAND, RIGHT - 5PT STAR;
M33480;TATTOO, CHEST - FROZEN HEART\;RFA:RIP PUGGY;
M33482;NONE RECORDED;
M33484;TATTOO, FOREARM, LEFT - ALLO 4-4-8;
M33484;TATTOO, FOREARM, RIGHT - RIP 12-1-89 DEBBIE;
M33484;TATTOO, NECK - RESPECT FEW FEAR NONE BMB;
M33484;TATTOO, HAND, RIGHT - SHERICE 80'S;
M33484;TATTOO, HAND, LEFT - KYLA LATECE BABY;
M33487;NONE RECORDED;
M33493;TATTOO, CHEST - \"FEAR ME\";
M33493;TATTOO, ARM, RIGHT - STARS;
M33495;TATTOO, FOREARM, LEFT - SKULL LIFE OF PAIN FILLED WITH;
M33495;TATTOO, FOREARM, LEFT - BLOOD TEARS MUSIC NOTES;
M33495;TATTOO, ARM, RIGHT UPPER - CHINESE LETTER;
M33495;TATTOO, FOREARM, RIGHT - CROSS,EMPTY SCROLL TNB;
M33495;TATTOO, CHEST - MONIQUE/TAT R WRS CASHON L KIERA;
M33497;TATTOO, FOREARM, LEFT - \"EST 1981\", \"ADDICTED TO MONEY A;
M33497;TATTOO, ARM, RIGHT - CROSS W/\"BLESSED\", \"STACKS ON DE;
M33499;SCAR, HEAD, NONSPECIFIC -;
M33499;SCAR, LEG, RIGHT - TOP OF THIGH;
M33504;TATTOO, CHEST - BLESSED, W/2 BIRDS;
M33504;TATTOO, ARM, RIGHT - SICKO ON RIGHT WRIST;
M33504;TATTOO, HAND, RIGHT - #1;
M33504;TATTOO, FOREARM, LEFT - THREE FIVE PT. STARS;
M33504;TATTOO, ARM, RIGHT UPPER - EVELYN;
M33505;TATTOO, WRIST, RIGHT - \"G\";
M33505;TATTOO, WRIST, LEFT - \"B\";
M33505;TATTOO, FOREARM, RIGHT - CROSS;
M33505;TATTOO, ARM, LEFT UPPER - ROSE W/\"PAULETTE\";
M33512;TATTOO, FOREARM, RIGHT - BALDY W/ (2) 5PT. STARS;
M33512;TATTOO, HAND, RIGHT - PIMP,FLAMES\;LHND:SET;
M33512;TATTOO, FOREARM, LEFT - FLAMES,5-5PT STARS;
M33512;TATTOO, FOREARM, LEFT - MOE TOWN W/ 5PT. STAR;
M33512;TATTOO, FOREARM, RIGHT - RIBBON,KIARA,KEYON;
M33514;TATTOO, NECK - \"IMONII\";
M33514;TATTOO, ARM, LEFT UPPER - CROSS, FLAMES\;CHEST:FLAMES;
M33514;TATTOO, FOREARM, RIGHT - MOB, 3 CHINESE LETTERS;
M33519;TATTOO, FOREARM, LEFT - $ \"MOB\";
M33519;TATTOO, FOREARM, RIGHT - CROSS,\"GODS GIFT\";
M33525;NONE RECORDED;
M33528;TATTOO, ARM, RIGHT UPPER - \"RIP IDA\";
M33531;TATTOO, FOREARM, LEFT - \"RIP CORKY\",PLAYING CARDS;
M33531;TATTOO, CHEST - \"STR8 DAWWG\", PITBULL, \"NOW I LA;
M33531;TATTOO, SHOULDER, LEFT - \"K\";
M33531;TATTOO, SHOULDER, RIGHT - \"L';
M33531;TATTOO, FOREARM, LEFT - \"FEAR OF GOD\", CROSS;
M33533;TATTOO, NECK - MARIE ELEA;
M33533;TATTOO, HAND, RIGHT - LOVE;
M33533;TATTOO, HAND, LEFT - HURTS, HEART;
M33533;TATTOO, FOREARM, RIGHT - JOSE;
M33533;TATTOO, FOREARM, LEFT - LUPE;
M33534;NONE RECORDED;
M33542;TATTOO, FOREARM, RIGHT - 13 FADED;
M33542;TATTOO, NECK - FAMILY;
M33542;TATTOO, FOREARM, LEFT - REMOVED;
M33544;TATTOO, ARM, LEFT UPPER - 5PT. STAR,PRAYING HANDS;
M33544;TATTOO, FOREARM, RIGHT - \"GET MONEY BITCH\";
M33544;TATTOO, FOREARM, LEFT - \"GMB\";
M33544;TATTOO, BACK - \"WET WET\";
M33544;TATTOO, CHEST - 5 POINT STAR;
M33545;SCAR, HAND, RIGHT -;
M33545;TATTOO, FOREARM, LEFT - RIP UNCLE MIKE 1961-2007;
M33545;TATTOO, HAND, LEFT - 100'Z'CHINESE SYMBOL;
M33545;TATTOO, HAND, RIGHT - WILD;
M33545;TATTOO, ARM, RIGHT - MICHELLE\; CHINES SYMBOL;
M33549;NONE RECORDED;
M33550;NONE RECORDED;
M33551;TATTOO, ARM, LEFT UPPER - BABY JESUS,\"DIAZ\",SCORPIO SIGN;
M33551;TATTOO, CHEST - \"SOPHIA\";
M33553;TATTOO, FOREARM, LEFT - I DONT,CROSS PRAY FOR ME\;RWRS:DG;
M33553;TATTOO, WRIST, RIGHT - DG TAT L WRS DG BMB 1986;
M33553;TATTOO, BACK - TRUST NO MAN\;NECK:EVELYN;
M33553;TATTOO, FOREARM, RIGHT - CROSS,GOD FORGIVES CAT HMC;
M33553;TATTOO, CHEST - PRIDE IS A DEADLY SIN\;LSHLD:TAY;
M33556;SCAR, HEAD, NONSPECIFIC -;
M33556;SCAR, ARM, RIGHT -;
M33557;TATTOO, LEG, LEFT - UK FIVE POINT STAR NORTH SIDE;
M33557;TATTOO, ARM, LEFT UPPER - ROSE BANNERS LOVE ALWAYS JULIA;
M33562;SCAR, ABDOMEN -;
M33562;TATTOO, CHEST - MOM;
M33562;TATTOO, ARM, LEFT UPPER - CROSS,42;
M33562;TATTOO, FOREARM, LEFT - STEVEN GALLACHER 2;
M33570;TATTOO, ARM, RIGHT - ERICA,FEAR,KYRA;
M33570;TATTOO, HAND, LEFT - ERYC;
M33570;TATTOO, HAND, RIGHT - LIL;
M33570;TATTOO, CHEST - E.FUNCHESS;
M33570;TATTOO, ARM, LEFT - PRAYING HANDS,MAGGIE,GOD;
M33573;TATTOO, ARM, LEFT UPPER - ROSE/SKULL/RIBBON/\"ASSASSIN\";
M33573;TATTOO, WRIST, RIGHT - \"KNICHOLA\";
M33573;TATTOO, ARM, RIGHT UPPER - CROSS/RIBBON/\"MAX ALLENA ELIJAH\";
M33573;TATTOO, CHEST - SKULL/HAT;
M33573;TATTOO, WRIST, LEFT - \"GLORIA\";
M33574;TATTOO, HAND, LEFT - \"SELF PAID\"(NECK-\"BRENDA\");
M33574;TATTOO, ARM, RIGHT - CROSS\"RALPH GRAY\"FAMILY\"PRAYING;
M33574;TATTOO, BACK - AMBITION\"(CHEST-2 SKULLS,HEART);
M33574;TATTOO, ARM, RIGHT - HANDS(R HND-\"SELF MADE\"94\");
M33574;TATTOO, ARM, LEFT - \"DEATH BEFORE DISHONOR\"FIRST\";
M33575;TATTOO, FOREARM, RIGHT - \"THUGGIN\";
M33575;TATTOO, WRIST, RIGHT - \"TRUST\", \"NEG\";
M33575;TATTOO, WRIST, LEFT - \"MGB\", \"NONE\";
M33575;TATTOO, FOREARM, LEFT - MULT 5 PT STARS;
M33575;TATTOO, NECK - 2 NAMES;
M33580;TATTOO, NECK - VICKIE;
M33581;TATTOO, ARM, LEFT UPPER - 5 PT STAR W/ KIDS NAMES;
M33581;TATTOO, FOREARM, LEFT - GRIM REAPER, \"GOD FORGIVE ME FO;
M33581;TATTOO, FOREARM, RIGHT - \"NO RISK\";
M33587;TATTOO, CHEST - SKULLS, SPIDER WEB;
M33587;TATTOO, BACK - \"SAN DIEGO\", \"HIGH LIFE';
M33587;TATTOO, NECK - VIKING, \"SD\";
M33587;TATTOO, ARM, RIGHT UPPER - WOMAN W/BARS;
M33593;TATTOO, ARM, LEFT - \"NONE\" 10 5PT. STARS SKULL;
M33593;TATTOO, ARM, RIGHT - \"TRUST\" HEART CROSS;
M33593;TATTOO, HAND, LEFT - atm/rip/what we think we become/;
M33593;TATTOO, WRIST, RIGHT - cross;
M33593;TATTOO, ARM, RIGHT - Rebecca/skull/palacios;
M33595;TATTOO, FOREARM, RIGHT - RIP CLE;
M33596;TATTOO, FOREARM, RIGHT - \"TRISTAN\";
M33596;TATTOO, CHEST - \"TAVARA\"/\"DANIELLE\";
M33597;TATTOO, ARM, RIGHT - CROSS,RIP GEORGE,;
M33597;TATTOO, ARM, LEFT - CROSS,RIP LJ;
M33598;TATTOO, FOREARM, LEFT - GRIM REAPER;
M33598;TATTOO, CHEST - TEDDA W/HEART;
M33598;TATTOO, FOREARM, RIGHT - SNAKE, RIP DAD;
M33617;TATTOO, HAND, RIGHT - FIN;
M33617;TATTOO, HAND, LEFT - FOU;
M33617;TATTOO, FOREARM, RIGHT - TONIO JR;
M33617;TATTOO, NECK - 2 SKULLS W/P;
M33622;NONE RECORDED;
M33624;TATTOO, FOREARM, LEFT - REGINA,130 TOWN;
M33624;TATTOO, FOREARM, RIGHT - DAVIEA,DIRTY,TEN;
M33629;NONE RECORDED;
M33630;SCAR, HEAD, NONSPECIFIC - 2\" ON TOP OF HEAD;
M33630;TATTOO, WRIST, LEFT - SUWU;
M33630;TATTOO, ARM, RIGHT UPPER - CROSS W/WINGS, \"TAMUAKIA\";
M33632;TATTOO, CHEST - \"AP\",CROWN;
M33632;TATTOO, HAND, RIGHT - DOT ON PINKY;
M33632;TATTOO, ARM, LEFT UPPER - \"MERRY HELEN\";
M33634;TATTOO, ARM, RIGHT - CROSS HEAVEN AINT HARD TO FIND;
M33634;TATTOO, HEAD, NONSPECIFIC - 5 PT STAR;
M33634;TATTOO, ARM, LEFT - NADIA BOYZ 4 5PT STARS;
M33634;TATTOO, ARM, RIGHT - SO ICEY 4 5PT STARS;
M33635;NONE RECORDED;
M33644;TATTOO, ARM, LEFT - \"BAND UP\",\"NUMERUS\";
M33644;TATTOO, ARM, RIGHT - \"MAN UP\",$,\"RIP BEREL\",CROSS;
M33645;NONE RECORDED;
M33651;NONE RECORDED;
M33653;TATTOO, HAND, RIGHT - \"TAMARA\";
M33661;TATTOO, HAND, RIGHT - LA,L HND-STAR,EBONY,BULLET;
M33661;TATTOO, FOREHEAD - RIP TITO,3 STARS,SC-L HND(PINKY);
M33661;TATTOO, ARM, LEFT - SON,LF ARM-3 5PNT STARS,SHERI;
M33661;TATTOO, NECK - SHERI,KERI,DESIRE,CHIN-TEARDROP;
M33661;TATTOO, ARM, RIGHT - GOD,RF ARM-SKYLINE,FACE;
M33662;TATTOO, FOREARM, RIGHT - ILL WILL;
M33662;TATTOO, WRIST, RIGHT - DA BOSS;
M33662;TATTOO, ARM, RIGHT UPPER - B-BALL MAN ONLY GOD CAN JUDGE ME;
M33662;TATTOO, WRIST, LEFT - ILLEST;
M33667;NONE RECORDED;
M33670;TATTOO, LEG, LEFT - \"BLACK\";
M33670;TATTOO, LEG, RIGHT - \"WHITE\";
M33670;TATTOO, ARM, LEFT - SLEEVED;
M33670;TATTOO, ARM, RIGHT - SLEEVED;
M33670;TATTOO, BACK - \"RIP RIO, O'NEAL\";
M33674;TATTOO, NECK - texas flag- tex-mex;
M33674;TATTOO, ARM, RIGHT - praying hands, in loving memory;
M33674;TATTOO, ARM, LEFT - in loving memory;
M33674;TATTOO, ABDOMEN - mendoza;
M33679;TATTOO, ARM, RIGHT - 2 SKULL FACES W/WORDS;
M33679;TATTOO, ARM, LEFT - CROSS(CHEST-\"JAHALA\");
M33679;TATTOO, ARM, LEFT - \"DAFAM OR NOBODY\"POSSIE BOYZ;
M33679;TATTOO, ARM, RIGHT - \"DAVIAIR\"LIL KENNY\"KENNY G\";
M33679;TATTOO, ARM, LEFT - THRILL NEVER SWITCH;
M33684;NONE RECORDED;
M33687;TATTOO, FOREARM, LEFT - timmy;
M33689;TATTOO, FOREARM, RIGHT - \"FEAR NO MAN BUT GOD\", CROWN;
M33689;TATTOO, FOREARM, LEFT - 2-5PT STARS, \"RIP JAY\";
M33689;TATTOO, ARM, LEFT UPPER - \"GODS SON\";
M33689;TATTOO, FOREARM, RIGHT - 5PT STAR TEJUANA;
M33693;TATTOO, ARM, LEFT UPPER - TRIBAL DESIGN;
M33695;NONE RECORDED;
M33696;NONE RECORDED;
M33697;TATTOO, ARM, LEFT - \"HAB\";
M33701;TATTOO, HAND, RIGHT - \"JERRIS\";
M33701;TATTOO, FOREARM, RIGHT - CROSS;
M33704;TATTOO, ARM, RIGHT - \"RUBY\";
M33704;TATTOO, ARM, LEFT - \"JOSE\"SKULL;
