id;mark;
M10829;TATTOO, WRIST, RIGHT - \"OLIVIA\"\; SCAR BACK: GUNSOT;
M10830;TATTOO, HAND, LEFT - M 1, AMOR;
M10830;TATTOO, ARM, RIGHT - 35TH;
M10831;TATTOO, HAND, RIGHT - \"?\" WITH WINGS;
M10831;TATTOO, FOREARM, RIGHT - POCKET,MONEY,R SHLD CROSS;
M10831;TATTOO, FOREARM, LEFT - \"TOWN\", MONEY,\"RICO\";
M10831;TATTOO, BACK - \"GOD\",\"SON\";
M10831;TATTOO, CHEST - \"AGAINST ALL ODDS\",6 POINT STAR;
M10832;TATTOO, FOREARM, RIGHT - \"STREET, TAT R HND \"CABRINI\";
M10832;TATTOO, HAND, LEFT - GREEN, TAT UR ARM PRAYING HANDS;
M10832;TATTOO, FOREARM, LEFT - \"NIGGA\", SHYNINA;
M10832;TATTOO, ARM, LEFT UPPER - JOKER, TAT CHEST NAME W/DATE;
M10836;TATTOO, BACK - LAILANE MARIE;
M10836;TATTOO, ARM, RIGHT - HEART W/MATIDLDE\";
M10837;TATTOO, ARM, LEFT - HATE W/ FLAMES  GREGORY;
M10837;TATTOO, CHEST - CYNTHIA;
M10837;TATTOO, ARM, RIGHT - MONEY POWER REPECT LOVE W/CLOUD;
M10849;TATTOO, WRIST, RIGHT - \"EONEST KING\" 7-31-08;
M10849;TATTOO, WRIST, LEFT - \"TA'NYA\" KINGCADE,4-10-08;
M10849;TATTOO, NECK - \"MARGARET\" 4-11-68, \"TANEKA\" 6-2;
M10849;TATTOO, ARM, RIGHT UPPER - PRAYING HANDS;
M10855;TATTOO, CHEEK (FACE), RIGHT - T.DROP(R.EYE);
M10855;TATTOO, WRIST, RIGHT - KEITH    NECK:KEIMYA;
M10855;TATTOO, CHEST - RIP PAPA  RFA:CROSS;
M10855;TATTOO, NECK - 6 PT STAR;
M10855;TATTOO, FOREARM, LEFT - KM,MARISSA\;RFA:SHAYONNA;
M10857;NONE RECORDED;
M10872;TATTOO, NECK - eye on back of neck;
M10872;TATTOO, NECK - Horse;
M10872;TATTOO, ARM, LEFT - Staff, Scorpion;
M10872;TATTOO, CHEST - \"Rip Asheley Coggan\";
M10872;TATTOO, ARM, RIGHT UPPER - CROSS   (RIA/\"ROSE\");
M10874;TATTOO, CHEST - \"FEEL MY PAIN IT RUN DEEP\";
M10874;TATTOO, HAND, RIGHT - \"FUJI\",ARM \"MY BROTHERS KEEPER\";
M10874;TATTOO, HAND, LEFT - STOP SIGN,\"STOP SNITCHIN\";
M10874;TATTOO, FOREARM, RIGHT - \"L RIP\";
M10874;TATTOO, CHEST - it run deep;
M10875;NONE RECORDED;
M10877;TATTOO, ARM, LEFT UPPER - NJB, SHAMROCK, MASON  (SC/RUA);
M10877;TATTOO, ARM, RIGHT UPPER - KASSIE, JESUS FACE, CROSS;
M10877;TATTOO, ARM, RIGHT - NATE, TABI, 2 SHAMROCKS, BRIANNA;
M10877;TATTOO, FOREARM, RIGHT - ANGEL, 2 DICE, BORN LUCKY, BRE,;
M10877;TATTOO, FOREARM, LEFT - PRAYING HANDS, NATHANIEL, RESPEC;
M10883;SCAR, ANKLE, LEFT -;
M10883;TATTOO, HAND, RIGHT - 3 DOTS;
M10883;SCAR, HAND, RIGHT -;
M10889;TATTOO, LEG, LEFT - 5PT CROWN;
M10889;TATTOO, HAND, LEFT - LK W/5 DOTS;
M10889;TATTOO, BACK - LK MASTER 12-11;
M10894;SCAR, WRIST, RIGHT -;
M10897;TATTOO, CHEST - \"E\"   on L side;
M10897;TATTOO, KNEE, RIGHT - \" Brown \";
M10897;TATTOO, NECK - \" Playboy \" w/ Playboy bunny;
M10897;TATTOO, FOREARM, RIGHT - Smiling/Crying Faces;
M10900;NONE RECORDED;
M10904;NONE RECORDED;
M10907;TATTOO, NECK - AMERA;
M10907;TATTOO, CHEST - LIL SAMMIE G;
M10907;TATTOO, FOREARM, RIGHT - RIBBON DEATH BEFORE DISHONOR;
M10907;TATTOO, ARM, LEFT UPPER - CROSS LOVE FOREVER;
M10908;TATTOO, ARM, RIGHT - SCROLL\"GWEN\" HEART, \"LOVE ALL\";
M10908;TATTOO, ARM, LEFT - CROSS\"HAVE MERCY\" \"TRUST NONE\";
M10909;NONE RECORDED;
M10915;TATTOO, ARM, RIGHT UPPER - 2 ARE DEAD;
M10915;TATTOO, ARM, RIGHT UPPER - 3 CAN KEEP A SECRET IF;
M10915;TATTOO, ARM, LEFT UPPER - MOB;
M10915;TATTOO, WRIST, LEFT - MARIAM;
M10926;TATTOO, ABDOMEN - \"DEATH BEFORE DISHONOR\";
M10926;TATTOO, ARM, LEFT - \"RIP GRANDDAD\";
M10926;TATTOO, BACK - \"REGINA\";
M10926;TATTOO, ARM, RIGHT - \"RIP EDDIE\" \"LOVE MOM\";
M10932;NONE RECORDED;
M10934;NONE RECORDED;
M10955;TATTOO, ARM, RIGHT - \"NO LIMIT\" \"BORN\";
M10955;TATTOO, ARM, LEFT - SOLDIER/\"RIDER\";
M10955;TATTOO, CHEEK (FACE), RIGHT - TEAR DROPS2;
M10955;TATTOO, CHEEK (FACE), LEFT - 5PT STAR;
M10955;TATTOO, NECK - \"KUWAIT\";
M10960;NONE RECORDED;
M10962;TATTOO, ARM, LEFT - GRIMREAPER\"OUTLAW\";
M10962;TATTOO, HAND, RIGHT - LIVE 2 LOVE\";
M10962;TATTOO, NECK - \"HARMONY\"\"Q\";
M10962;TATTOO, BACK - \"Est 1982\";
M10962;GLASSES (PRESCRIPTION) -;
M10971;TATTOO, HAND, RIGHT - \"T-R-A-P\";
M10971;TATTOO, HAND, LEFT - \"$-T-A-R\";
M10973;TATTOO, FOREARM, RIGHT - WANDA;
M10973;TATTOO, FOREARM, LEFT - LAMIA;
M10974;NONE RECORDED;
M10982;TATTOO, FOREARM, RIGHT - \"O'MARA\";
M10982;TATTOO, NECK - \"RIP\";
M10982;TATTOO, WRIST, RIGHT - \"HTY\";
M10982;TATTOO, FOREARM, LEFT - \"RIP\";
M10990;TATTOO, FOREARM, LEFT - FUCK DA WORLD,FEAR GOD, HAND;
M10990;TATTOO, NECK - LOVE,5 STARS,DBD;
M10990;TATTOO, ARM, LEFT UPPER - SALLY MAE,WINGS;
M10990;TATTOO, FOREARM, RIGHT - CROSS,LOVE MOM;
M10994;TATTOO, LEG, RIGHT - \"PELON\" \"P\" RIBBON\"CINDY\";
M10994;TATTOO, ARM, LEFT - \"MK\" CROWN/PILLOW \"SF\" \"DBD\";
M10994;TATTOO, ARM, RIGHT - PRAYING HANDS, \"LOVE\" HEART/FLAM;
M10994;TATTOO, CHEST - \"CINDY\";
M10994;TATTOO, BACK - \"PELON\";
M10995;TATTOO, OTHER - UPPER L ARM RIDER, L FOREARM SOL;
M10995;TATTOO, ARM, RIGHT - GLENDA RESPECT;
M10995;TATTOO, ARM, LEFT - CROSS RIP KELLY  MONEY;
M11000;TATTOO, NECK - \"RIP LINDA\";
M11000;TATTOO, CHEST - PRAYING HANDS/A PRAYER;
M11018;TATTOO, BACK - CROSS;
M11018;TATTOO, CHEST - WORDS;
M11018;TATTOO, FOREARM, LEFT - SNAKE;
M11018;TATTOO, ARM, LEFT UPPER - SKULLS;
M11021;NONE RECORDED;
M11030;TATTOO, FOREARM, RIGHT - GRIMREAPER;
M11030;TATTOO, HAND, LEFT - MAY;
M11030;TATTOO, ARM, LEFT - B BLOCK(URA JUSTARNA;
M11030;TATTOO, HAND, RIGHT - HATTIE;
M11030;TATTOO, FOREARM, LEFT - CLOCK/ONLY TIME WILL TELL;
M11035;SCAR, CHIN - R KNEE;
M11045;NONE RECORDED;
M11052;NONE RECORDED;
M11055;TATTOO, NECK - CROSS;
M11055;TATTOO, FOREARM, RIGHT - RAQUEAL;
M11055;TATTOO, FOREARM, LEFT - RIP LUCKY;
M11062;NONE RECORDED;
M11066;TATTOO, WRIST, LEFT - \"JELENA\";
M11066;TATTOO, CHEST - TERRI;
M11081;TATTOO, FOREARM, RIGHT - \"YOUNG AL\";
M11081;TATTOO, NECK - Scorpion;
M11081;TATTOO, ARM, RIGHT UPPER - Heart;
M11081;TATTOO, ARM, LEFT UPPER - Praying Hands, Rosary Beads,\"RIP;
M11081;TATTOO, FOREARM, LEFT - \"I love Victoria\";
M11082;NONE RECORDED;
M11084;TATTOO, ARM, LEFT - PRAYING HANDS;
M11084;SCAR, FOREARM, LEFT - STAB;
M11088;TATTOO, BACK - TOMBSTONE,5PT STAR,PYRAMID,OTHER;
M11088;TATTOO, ARM, LEFT - PYRAMID,CROSS,BUILDING,217,;
M11088;TATTOO, ARM, RIGHT - BPS,NAKED LADY,RIDE OR DIE,;
M11088;TATTOO, NECK - 7,5PT STAR,R,H,MMZ,OFF PIKE,ANYA;
M11088;TATTOO, ARM, RIGHT - MID WEST BOY,LAST OF MY KIND,;
M11092;NONE RECORDED;
M11095;NONE RECORDED;
M11103;SCAR, ARM, RIGHT - 8 CM LAC SCAR INSIDE R ELBOW;
M11103;TATTOO, ARM, RIGHT UPPER - PICTURE EAGLE W/AMERICAN FLAG;
M11117;TATTOO, HAND, LEFT - R S;
M11117;TATTOO, ARM, LEFT UPPER - KS;
M11117;TATTOO, ARM, RIGHT - marijuana leaf;
M11117;TATTOO, ARM, LEFT - skulls, \"RIP\", roses, tombstone;
M11117;TATTOO, ARM, LEFT UPPER - grim reaper, scale, cross buried;
M11118;SCAR, THIGH, LEFT - BURN;
M11119;GLASSES (PRESCRIPTION) -;
M11119;TATTOO, BACK - TITO;
M11122;TATTOO, ARM, LEFT - PRAYING HANDS,GODS SON,PRAY FOR;
M11122;TATTOO, ABDOMEN - \"M.O.B.\";
M11124;TATTOO, ARM, LEFT UPPER - \"MOM\"/\"DAD\" HEART/CROSS;
M11124;TATTOO, ARM, LEFT UPPER - DEAMON CUPID;
M11124;TATTOO, ARM, LEFT - \"KAYLA\" HEART/ARROW;
M11124;TATTOO, ARM, LEFT - ANGEL;
M11124;TATTOO, BACK - CROSS W/\"RIP\";
M11127;TATTOO, ARM, RIGHT UPPER - NIKE SIGN (R CALF- FROG);
M11127;TATTOO, HAND, LEFT - 5 DOTS (R HND- \"ARB\");
M11127;TATTOO, CHEST - \"PARRISH\";
M11127;TATTOO, ARM, LEFT UPPER - ROSE;
M11127;TATTOO, NECK - TRIBAL SIGN (BACK OF NECK);
M11133;TATTOO, NECK - WINGS/\"B\"/\"MEME\";
M11133;SCAR, EYEBROW, LEFT (EYE AREA) -;
M11133;TATTOO, FOREARM, RIGHT - CROSS;
M11134;SCAR, CHEEK (FACE), LEFT - ULA:Z,RIP D-EASY 4-2-10\;LHND:70;
M11134;TATTOO, ARM, RIGHT UPPER - MONEY BAGS,MOB,NUMEROUS BILLS;
M11134;TATTOO, SHOULDER, RIGHT - M\;LFA:NAUTICAL STAR,CRASH,RIP;
M11134;TATTOO, NECK - HGE,5-5PT STARS,FLAMES\;RHND:69TH;
M11134;TATTOO, FOREARM, LEFT - TOWN,ESCO,EMMA,RIP 1923-2006;
M11136;TATTOO, ARM, RIGHT - GODS SON & under that the word \";
M11136;TATTOO, CHEST - SATAVIA;
M11136;TATTOO, ARM, LEFT - CROSS,RIP DRE,;
M11136;TATTOO, HAND, LEFT - TOWN;
M11136;TATTOO, HAND, RIGHT - CHI;
M11137;TATTOO, CHEST - SAGITTARIUS (LFA: NAME);
M11137;TATTOO, NECK - 80'S BABY;
M11137;TATTOO, SHOULDER, LEFT - LAUGH NOW CRY LATER MASKS;
M11137;TATTOO, ARM, RIGHT - NAMES AND DATES;
M11137;TATTOO, SHOULDER, RIGHT - RIP BIG JOE;
M11138;TATTOO, BACK - chicago;
M11138;TATTOO, CHEST - 5pt star, \"zyrey\", 5 pt. star;
M11138;TATTOO, FOREARM, RIGHT - PRAYING HANDS/RIP SHEILA;
M11138;TATTOO, HAND, RIGHT - GET,BACK \"CHICAGO\";
M11138;TATTOO, ARM, RIGHT - HELL, CHEST\"ZYREIL\"W/2 5PT STARS;
M11140;TATTOO, FOREARM, LEFT - 2CLOWN FACES;
M11140;TATTOO, FOREARM, RIGHT - PRAYING HANDS/\"RIP DADDY\";
M11147;TATTOO, HAND, LEFT - \"RIP\" JOHN;
M11147;TATTOO, ARM, RIGHT - CROSS W/LOVE MOM;
M11152;SCAR, LEG, LEFT -;
M11159;SCAR, HAND, RIGHT -;
M11159;TATTOO, ARM, RIGHT - WIZARD;
M11162;TATTOO, LEG, RIGHT - DOG,FLAMES;
M11162;TATTOO, ARM, LEFT UPPER - MARY,\"LADY BELEMONTES\";
M11162;TATTOO, BACK - HOPELESS 5 PT STAR CLOWN W/GUN;
M11162;TATTOO, LEG, LEFT - ISRAEL MARIA;
M11162;TATTOO, CHEST - H,B;
M11171;NONE RECORDED;
M11177;NONE RECORDED;
M11187;TATTOO, ARM, LEFT UPPER - SKULLS/CROSSED BONES/WEB;
M11187;TATTOO, LEG, LEFT - SKULL/TOP HAT/REAPER/CROSSEDBONE;
M11187;TATTOO, BACK - CROSS/SKULL/TRIBAL/CROSS;
M11187;TATTOO, CHEST - HEART/ROSE/RIBBON/JEN/HORNS/;
M11187;TATTOO, ARM, RIGHT - LOVE, GUN, LION, PRAYING HANDS,;
M11189;TATTOO, HAND, LEFT - DOT;
M11189;TATTOO, NECK - SHAMROCK;
M11189;TATTOO, ARM, LEFT UPPER - CROSS;
M11194;TATTOO, LEG, RIGHT - HEART;
M11194;TATTOO, ARM, LEFT UPPER - DAGGER;
M11203;NONE RECORDED;
M11213;TATTOO, ARM, RIGHT UPPER - HEART/2 FACES;
M11216;TATTOO, OTHER - NO TATTOOS REPORTED AT THIS TIME;
M11222;TATTOO, ARM, LEFT - \"BLACK MOB\"/\"CRAZY\";
M11222;TATTOO, ARM, RIGHT - REAPER/\"MOB\"/TOP HAT/CLOWN;
M11222;TATTOO, ARM, LEFT - LAWS/LOW HITTER/REAPER/\"CURSED\";
M11222;TATTOO, NECK - \"MOB\"/MOON/FACE;
M11222;TATTOO, CHEST - \"B & M\";
M11223;TATTOO, CHEST - CC;
M11223;TATTOO, NECK - FBM;
M11223;TATTOO, HAND, LEFT - \"IVORY DAVIS FLAMES COINS \"IVORY;
M11223;TATTOO, HAND, RIGHT - RIP  FLAMES COINS;
M11223;TATTOO, ARM, LEFT - CROSS W/RIP PARIS  \"CRAZY\";
M11232;TATTOO, FOREARM, RIGHT - \"TONYA\";
M11232;SCAR, ARM, LEFT UPPER - SCAR 4\"RIP LA;
M11232;TATTOO, ARM, RIGHT UPPER - \"TEZ\";
M11232;TATTOO, HAND, LEFT - \"HOUSE OF PAIN\", 3544 (ON FGRS);
M11232;TATTOO, HAND, RIGHT - \"SARAI\";
M11234;NONE RECORDED;
M11235;TATTOO, WRIST, LEFT - KINSEY;
M11235;TATTOO, WRIST, RIGHT - SABRINA;
M11235;TATTOO, ARM, RIGHT - THOMAS;
M11235;TATTOO, ARM, LEFT - CROSS;
M11237;TATTOO, ARM, LEFT UPPER - WANDA HEART;
M11237;TATTOO, CHEST - JOSH;
M11237;TATTOO, HAND, RIGHT - BARI-G;
M11241;TATTOO, FOREARM, LEFT - BRITTNEY  w/2 stars;
M11243;SCAR, FOREARM, RIGHT - BURN SCAR (SCAR BACK OF HEAD);
M11243;TATTOO, FOREARM, LEFT - SKULL\; CROSS\; LOVE\; RU;
M11243;TATTOO, ARM, RIGHT UPPER - LOVE RUTHIE (LOWER FAITH& REGRET;
M11243;TATTOO, HAND, RIGHT - SIX PT STAR - PITCHFORK;
M11243;TATTOO, CHEST - \"MOB\" \"RUTHIE\";
M11248;TATTOO, HAND, RIGHT - \"SDC4L\";
M11248;TATTOO, ARM, RIGHT - LILMAN,RIP SEBRINA;
M11248;TATTOO, CHEST - EBONY;
M11249;TATTOO, HAND, LEFT - JAZZY;
M11249;TATTOO, NECK - RRD NORMAL IN TIRE;
M11249;TATTOO, FOREARM, RIGHT - ALWAYS/FOREVER 2-14-2006;
M11249;TATTOO, HAND, RIGHT - RIP;
M11259;TATTOO, ARM, RIGHT UPPER - ONLY THE STRONG SURVIVE;
M11265;TATTOO, HAND, RIGHT - \"TRUST\", \"GRAND\", 2\" SPADE, \"INS;
M11265;TATTOO, HAND, RIGHT - \"TRUST\",  \"GRAND\", SPADE \"2\", \"I;
M11265;TATTOO, LEG, RIGHT - JESTER, D W/SPADE,PITCHFORK, BRO;
M11265;TATTOO, CHEST - SHIELD, \"INSANE DEUS\", CLOWN, GU;
M11268;NONE RECORDED;
M11273;TATTOO, HAND, RIGHT - \"TRUST\";
M11273;TATTOO, HAND, LEFT - \"NONE\";
M11273;TATTOO, CHEST - FOOTPRINT, \"MALIA JANAE CORTEZ A;
M11273;TATTOO, SHOULDER, RIGHT - \"KARMELLO 1-14-13\";
M11273;TATTOO, SHOULDER, LEFT - \"SANTOS CORTEZ 12-16-34  10-13-0;
M11275;TATTOO, ARM, LEFT - \"GOD SON\" (CROSS);
M11275;TATTOO, ARM, RIGHT - CROSS \"RIP DAD\" \"ONE LOVE MOM\";
M11275;TATTOO, LEG, RIGHT - \"CHAPIN\";
M11275;TATTOO, CHEST - \"LORYENA\";
M11275;TATTOO, BACK - \"IG\";
M11276;NONE RECORDED;
M11278;TATTOO, WRIST, RIGHT - FLIP SIDE  (ALSO BACK OF ARM);
M11278;TATTOO, ARM, RIGHT - RIP COODA  (NECK/RIP SLUGO);
M11278;TATTOO, FOREARM, LEFT - DJ JR.;
M11279;NONE RECORDED;
M11281;TATTOO, NECK - \"DAVI\";
M11281;TATTOO, FOREARM, RIGHT - \"S\";
M11282;TATTOO, ARM, LEFT UPPER - 50;
M11282;TATTOO, ARM, RIGHT UPPER - MOB;
M11290;NONE RECORDED;
M11299;TATTOO, CHEST - TASHA;
M11299;TATTOO, HAND, LEFT - LINDA MAR MAR;
M11299;TATTOO, HAND, RIGHT - MERA CIRCLE K.;
M11299;TATTOO, ARM, RIGHT UPPER - WINGED HEART;
M11299;TATTOO, FOREARM, RIGHT - TASHA 21 K-TOWN DEA;
M11302;TATTOO, HEAD, NONSPECIFIC - aztec warrior, love kills, aztec;
M11302;TATTOO, ARM, LEFT - MASTER W/ 5PT CROWN;
M11302;TATTOO, HAND, RIGHT - LK 5 DOTS;
M11302;TATTOO, ARM, RIGHT - COVERED;
M11302;SCAR, EYEBROW, LEFT (EYE AREA) - SC R EYE SC L KNEE;
M11305;TATTOO, LEG, RIGHT - VIRGIN MARY, UNSTARTED TATTOO;
M11305;TATTOO, LEG, RIGHT - JACK IN THE BOX, PUPPET MONSTER;
M11305;TATTOO, HAND, LEFT - GRAVE YARD \"IN MEMORY OF LOYALTY;
M11305;TATTOO, FOREARM, LEFT - HANDS HOLDING HEART, \"ANDREW\", 3;
M11305;TATTOO, ARM, LEFT UPPER - TRUE LADY OF MY HEART\", \"MARY, K;
M11309;NONE RECORDED;
M11312;TATTOO, HAND, RIGHT - \"SOUTH\",L HAND \"SIDE\";
M11312;TATTOO, NECK - PLAYING CARD W/#2;
M11312;TATTOO, FINGER(S), RIGHT HAND - 2DOTS,RF ARM \"RECKLESS\";
M11312;TATTOO, CHEEK (FACE), RIGHT - 2DOTS;
M11312;TATTOO, FOREARM, LEFT - FOOTPRINTS\"CODY LEE JR\";
M11318;TATTOO, FOREARM, LEFT - KT BPSN,GORILLA MAFIA;
M11318;TATTOO, FOREARM, RIGHT - 5 PT STAR NEG,CROSS,;
M11320;TATTOO, FOREARM, LEFT - \"$, T MONEY\", MONEYBAG;
M11320;TATTOO, NECK - \"TRUST NONE, SUSPECT ALL\";
M11320;TATTOO, HAND, LEFT - \"SHACONDA THOMAS\";
M11320;TATTOO, FOREARM, RIGHT - \"SHUMATE\";
M11320;TATTOO, HAND, RIGHT - \"REST IN PEACE\";
M11330;TATTOO, FOREARM, RIGHT - \"KANKAKEE\";
M11330;TATTOO, CHEST - \"JOSIAH\";
M11330;TATTOO, FOREARM, LEFT - CROSS;
M11332;TATTOO, ARM, RIGHT - BROKEN HEART;
M11339;TATTOO, BACK - KORN;
M11339;TATTOO, FOREARM, LEFT - HEARTAGRAM,\"EVOL\" SKULL W/WINGS,;
M11339;TATTOO, FOREARM, RIGHT - DEVIL, TRIBAL, BIOHAZARD;
M11339;TATTOO, LEG, RIGHT - SKULLS, TATTOO GUN;
M11339;TATTOO, LEG, LEFT - SKULL, TRIBAL;
M11345;TATTOO, ARM, LEFT - DOUGLE F  (R LEG/IRON CROSS);
M11345;TATTOO, ARM, RIGHT - HORSE SHOE, SHAMROCK;
M11345;TATTOO, BACK - CELTIC CROSS  (L HND/STARBURST);
M11347;NONE RECORDED;
M11348;TATTOO, ARM, LEFT UPPER - 5 PT STAR I V L;
M11354;TATTOO, ARM, LEFT - \"RIP DD\";
M11354;TATTOO, HAND, RIGHT - \"G\";
M11354;TATTOO, HAND, LEFT - \"L\";
M11354;TATTOO, ARM, RIGHT - \"RIP MOM\";
M11355;TATTOO, HAND, RIGHT - \"EAST\"   UPPER ARM: JAPANESE;
M11355;TATTOO, ARM, RIGHT - FLAMES, \"RIP STANK\" \"GET MONEY\";
M11355;TATTOO, ARM, LEFT - \"GOON\"  UPPER ARM:BATTLE AX;
M11355;TATTOO, ARM, RIGHT - \"HUSTLER\"  TAT L HND: BAR CODE;
M11355;TATTOO, ARM, LEFT - HND:\"SIDE\"  ARM:\"TINA\" WARRIOR;
M11356;TATTOO, HAND, RIGHT - MYLES, (FNGR)LOVE;
M11356;TATTOO, FOREARM, RIGHT - CROSS, RIP,LG RED (R WRS)JUNE 14;
M11356;TATTOO, NECK - ALESHA  (CHEST)P HANDS;
M11356;TATTOO, SHOULDER, RIGHT - \"BLESSED WILT ME YOU'LL FOREVER;
M11356;TATTOO, SHOULDER, LEFT - \"JENNY\";
M11359;TATTOO, ARM, LEFT - PYRAMID W/7;
M11359;TATTOO, ARM, RIGHT - CBC, 5PT W/5, MOE MAN;
M11359;TATTOO, CHEST - RIP TONY;
M11359;TATTOO, HAND, RIGHT - RI   (L HND/TRELL);
M11363;TATTOO, NECK - \"DOREKA\";
M11364;TATTOO, ARM, RIGHT - SLEEVED;
M11364;TATTOO, ARM, LEFT - SLEEVED;
M11364;TATTOO, NECK - DICE, 8 BALL, CARD, FLAMES, \"LIF;
M11364;TATTOO, CHEST - \"CW\", \"CANDICE\", $ (X2), \"L MARC;
M11366;TATTOO, HAND, RIGHT - \"PRICE\";
M11378;TATTOO, CHEST - SCRIPTURE, BOXING GLOVES;
M11378;TATTOO, ARM, RIGHT UPPER - \"MY LOVE VALENCIA\";
M11378;TATTOO, HAND, LEFT - LIFE;
M11378;TATTOO, HAND, RIGHT - LIVE;
M11378;TATTOO, FOREARM, LEFT - FEAR GOD;
M11391;TATTOO, ARM, RIGHT - \"CJ\";
M11391;TATTOO, ARM, LEFT - 8 BALL \"HUSTLER\";
M11394;TATTOO, ARM, RIGHT - Initials AMK,cubs symbol,a drago;
M11394;TATTOO, ARM, RIGHT UPPER - Dragons in the shape of a heart;
M11394;TATTOO, ARM, LEFT - Full sleeve with Skulls,flames,s;
M11398;TATTOO, FOREARM, RIGHT - \"RIP DEMARCO\";
M11398;TATTOO, HAND, RIGHT - \"MOE\";
M11398;TATTOO, FOREARM, LEFT - 5-5PT STARS/CLOUDS;
M11398;TATTOO, NECK - 5-5PT STARS;
M11398;TATTOO, BACK - LION;
M11409;TATTOO, FOREARM, RIGHT - RIP DILLA, CROSS;
M11409;TATTOO, ARM, RIGHT - DEVIN;
M11409;TATTOO, LEG, RIGHT - STEYVIA;
M11411;TATTOO, OTHER - NO TATTOOS REPORTED AT THIS TIME;
M11414;TATTOO, ARM, LEFT UPPER - CROSS;
M11414;TATTOO, FOREARM, RIGHT - CROSS;
M11414;TATTOO, BACK - LIL CAOS;
M11414;TATTOO, ARM, RIGHT UPPER - REAPER;
M11414;TATTOO, FOREARM, LEFT - TRUST NO NIGGA LOVE NO BITCH;
M11415;TATTOO, ARM, LEFT UPPER - 3 birds;
M11415;TATTOO, WRIST, RIGHT - 3 five point stars;
M11415;TATTOO, FOREARM, LEFT - CMB;
M11415;TATTOO, ARM, RIGHT UPPER - \"43RD\";
M11418;TATTOO, CHEST - HARD WORK NO PLAY;
M11418;TATTOO, FOREARM, RIGHT - \"NLC 59\";
M11434;TATTOO, ARM, RIGHT - ROSE/ \"BROTHER SABAS\", \"MOM\";
M11434;TATTOO, ARM, LEFT - \"VANESSA\", \"CRIS MARINA\";
M11436;TATTOO, ARM, RIGHT - CONFEDERATE FLAG;
M11436;TATTOO, CHEST - GHOST;
M11442;TATTOO, CHEST - \"H BLOCK BITCH\"\"LOVELIFELOYALTY\";
M11442;TATTOO, ABDOMEN - 6PT STAR\"HEAVY BOY\";
M11442;TATTOO, SHOULDER, RIGHT - \"FORGIVEMEFORMYSINS\"PRAYING HAND;
M11442;TATTOO, NECK - \"MELISSA\"ROSE;
M11444;TATTOO, CHEST - NEVER FORGIVE FORGET GUN;
M11444;TATTOO, ARM, RIGHT - SLEEVE BANNER 5POINT STARS;
M11444;TATTOO, ARM, LEFT - SLEEVE DOG LADYS;
M11444;TATTOO, ARM, RIGHT - CROSS, RIP TONY;
M11444;TATTOO, ARM, LEFT - CLOWN HOLDING GUN;
M11449;TATTOO, CHEST - NAME;
M11449;TATTOO, FOREARM, RIGHT - CROSS W/SNAKE;
M11449;TATTOO, FOREARM, LEFT - KYLE;
M11449;TATTOO, ARM, RIGHT UPPER - SEAN;
M11458;NONE RECORDED;
M11460;TATTOO, HAND, LEFT - \"E\", 3 DOTS, \"Z\";
M11460;TATTOO, FOREARM, LEFT - \"RIP\";
M11460;TATTOO, BACK - \"LE\", EAGLE HEAD;
M11474;NONE RECORDED;
M11481;TATTOO, ARM, LEFT UPPER - POLISH HAWK;
M11481;TATTOO, ARM, LEFT - CHESS BOARD \"I'M NOTHING WITHOUT;
M11485;SCAR, FACE, NONSPECIFIC - ON LIP;
M11489;NONE RECORDED;
M11492;TATTOO, ARM, RIGHT - EAGLE W/RIP;
M11492;TATTOO, ARM, RIGHT UPPER - \"E\";
M11492;TATTOO, HAND, RIGHT - \"E\" W/3 DOTS;
M11492;TATTOO, NECK - SABRINA  (R CHK/TEARDROP);
M11492;SCAR, CHEEK (FACE), LEFT - 8\";
M11494;TATTOO, CHEST - PIERRE(SC-CHEEK);
M11494;TATTOO, FOREARM, RIGHT - FLAMES/ \"HEAVY\"5PT STAR,RIP LIL;
M11494;TATTOO, FOREARM, LEFT - FLAMES/ \"HITER\";
M11494;TATTOO, HAND, RIGHT - KING;
M11494;TATTOO, HAND, LEFT - BEAN;
M11496;NONE RECORDED;
M11518;TATTOO, FOREARM, LEFT - 7/W SPEAR;
M11518;TATTOO, FOREARM, RIGHT - 8;
M11521;DISCOLORATION. ARM, RIGHT -;
M11529;TATTOO, FOREARM, RIGHT - AMILLIEEN/6-25-08/CROSS/LOVE;
M11529;TATTOO, NECK - OX-O;
M11529;TATTOO, WRIST, RIGHT - BRIANNA;
M11543;TATTOO, WRIST, LEFT - ROSARY;
M11543;TATTOO, CHEST - CRACKER,;
M11543;TATTOO, ARM, LEFT - PRAYING HANDS;
M11543;TATTOO, ARM, RIGHT - SKULL W/CROSS,CROSS,SPADE W/DRAG;
M11543;TATTOO, NECK - SHAUN;
M11547;TATTOO, HAND, LEFT - CHAIN;
M11547;TATTOO, FOREARM, LEFT - G COLE/ L WRST-CHAIN;
M11547;TATTOO, ARM, RIGHT UPPER - MONEY/S/GREEN;
M11547;TATTOO, FOREARM, RIGHT - LADY, MACK W/CHINESE LETTERS;
M11555;SCAR, FOREARM, LEFT - 2 BURNS, 1 SURGICAL;
M11560;SCAR, ABDOMEN - ZIPPER;
M11562;TATTOO, LEG, LEFT - SCAR 10\" ZIPPER;
M11562;TATTOO, BACK - \"A-TOWN\";
